cust_id,gender,age_group,age,nationality,segment,duration,city,district,owns_house,owns_car,marital_status,no_of_kids,profession,profession_subclass,uses_branch,uses_CDM,uses_credit_card,uses_debit_card,uses_ATM,uses_mobile_and_online_banking,income,credit_score,no_of_branch_txn,no_of_cdm_txn,no_of_atm_txn,no_of_cc_txn,no_of_dc_txn,no_of_online_txn,max_txn_cat1,max_txn_cat2,max_txn_cat3,no_of_txn_cat1,no_of_txn_cat2,no_of_txn_cat3,amt_spent_cat1,amt_spent_cat2,amt_spent_cat3,total_no_of_txn,amt_in_sav_acc,max_amt_in_sav_acc,amt_in_curr_acc,max_amt_in_curr_acc,no_of_debits_sav_acc,no_of_debits_curr_acc,no_of_yearly_txn,credit_cards,loans,insurance,accounts_and_deposits
C14992,Female,>60,60,Ugandan,Silver,9,Gulu,Gulu,1,0,Married,1,Lawyer,Public Service,0,1,1,0,1,1,2460518,510,1,9,9,12,1,24,Dining,Entertainment,Utilities,27,12,9,97192,97158,81163,56,492973,493449,634871,773796,7,15,6,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'health loan']","['senior health insurance', 'health insurance']","['savings account', 'fixed deposit', 'securities account']"
C14993,Female,30-39,36,Ugandan,Silver,9,Lugazi,Buikwe,0,0,Single,0,Lawyer,Advocate of High Court,1,1,0,1,1,0,2218254,837,15,12,27,3,9,2,Home,Hobby,Bills,30,24,24,77926,43662,37834,68,175652,356221,951351,977797,8,10,7,"['MoneyBack Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['construction loan', 'car loan']","['travel insurance', 'maternity insurance']","['savings account', 'salary account', 'fixed deposit']"
C14994,Male,>60,62,Ugandan,Silver,1,Lugazi,Buikwe,1,1,Married,0,Lawyer,Magistrate Grade,1,0,0,1,0,1,2678444,816,21,3,3,3,27,30,Domestic Airlines,Dining,Utilities,15,12,12,85606,64760,51164,87,352675,480276,354995,910532,8,15,8,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'All Miles Credit Card']",['health loan'],['senior health insurance'],"['no minimum balance', 'fixed deposit', 'securities account']"
C14995,Female,40-49,49,Ugandan,Silver,0,Kampala,Kampala,1,1,Single,2,Lawyer,Corporate,1,0,0,0,0,0,1003309,828,15,3,2,1,2,3,Travel,Bills,Home,15,15,15,61171,49505,33433,26,408757,476151,161884,746314,7,14,1,"['Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'car loan', 'health loan']","['medical insurance', 'health insurance']",['salary account']
C14996,Male,30-39,39,Ugandan,Silver,9,Jinja,Jinja,1,0,Married,0,Lawyer,Clerkship,1,0,1,1,0,0,2551502,723,21,3,1,27,12,3,Hobby,Entertainment,Dining,21,9,6,95432,65142,56243,67,205935,289922,13318,782185,6,10,6,"['Best Price Save Smart Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'car loan']","['travel insurance', 'maternity insurance']","['salary account', 'fixed deposit', 'securities account']"
C14997,Male,30-39,37,Ugandan,Silver,9,Gulu,Gulu,1,0,Married,3,Lawyer,Clerkship,0,0,0,1,0,0,2764638,828,3,2,3,2,12,2,Travel,Groceries,Domestic Airlines,21,9,6,63282,56289,37408,24,74495,433570,640936,661609,10,19,1,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'furniture loan', 'car loan']",['maternity insurance'],"['savings account', 'salary account', 'securities account']"
C14998,Female,20-29,27,Ugandan,Silver,5,Kasese,Kasese,1,0,Married,0,Lawyer,Internship Legal Officer,0,0,0,0,0,0,2244335,658,1,1,2,3,1,3,Dining,Travel,Bills,15,15,6,80034,43198,25686,11,120344,273815,372590,710054,4,16,0,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['education loan', 'car loan']","['education insurance', 'maternity insurance']","['salary account', 'securities account']"
C14999,Male,>60,74,Ugandan,Private,9,Mbarara,Mbarara,0,1,Widowed,2,Lawyer,Corporate,0,0,1,0,1,0,1466466,875,2,2,33,21,1,2,Dining,Travel,Home,33,15,12,611265,566201,261937,61,1390250,1488065,133265,673703,5,12,6,"['Infinite Credit Card', 'Diners Club Privilege Credit Card', 'Corporate Premium Credit Card', 'Visa Signature Credit Card', 'Diners ClubMiles Credit Card', 'Emirates BankBuddy Bank Platinum', 'Diners Club Premium Credit Card', 'All Miles Credit Card']",['health loan'],"['medical insurance', 'senior health insurance']","['no minimum balance', 'fixed deposit']"
C15000,Female,50-59,50,Ugandan,Silver,8,Masaka,Masaka,1,0,Widowed,3,Lawyer,Senior Legal Advisor,0,0,1,1,1,0,2422075,822,1,1,21,27,21,3,Utilities,Home,Domestic Airlines,18,15,6,69106,63759,39056,74,136115,138193,378677,795397,5,12,7,"['Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['car loan', 'health loan']","['senior health insurance', 'health insurance']","['term account', 'securities account']"
C15001,Male,>60,86,Ugandan,Gold,11,Lugazi,Buikwe,1,1,Widowed,1,Lawyer,Corporate,0,0,0,1,0,0,4239375,918,1,2,2,3,30,2,Dining,Airlines,Utilities,30,21,12,351770,231012,154172,40,812003,1405588,1168034,1356686,9,13,3,"['Emirates BankBuddy Bank Select Titanium', 'SouthWest BankBuddy Bank Credit Card', 'Costco BankBuddy Credit Card', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Platinum', 'Total BankBuddy Bank Credit Card']",['health loan'],"['medical insurance', 'health insurance']","['savings account', 'no minimum balance', 'fixed deposit']"
C15002,Male,50-59,57,Ugandan,Private,9,Lira,Lira,0,0,Divorced,3,Lawyer,Private Practice,1,0,0,0,0,0,603166,941,45,2,1,1,1,1,Gym,Home,Utilities,36,21,15,295098,286923,58881,51,469372,743365,1209611,1265195,7,11,5,"['Infinite Credit Card', 'Diners Club Privilege Credit Card', 'Corporate Premium Credit Card', 'Emirates BankBuddy Bank Platinum', 'Diners Club Premium Credit Card', 'All Miles Credit Card']","['home loan', 'car loan']","['medical insurance', 'senior health insurance', 'health insurance']","['savings account', 'salary account', 'fixed deposit']"
C15003,Female,30-39,37,Ugandan,Silver,9,Mityana,Mityana,0,0,Married,0,Lawyer,Advocate of High Court,0,0,1,0,1,0,1769766,748,3,1,24,15,1,1,Utilities,Home,Golf,18,18,9,55231,32979,25572,45,370335,379210,156115,181221,10,19,4,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'All Miles Credit Card']","['home loan', 'car loan']","['travel insurance', 'device cover insurance']","['salary account', 'fixed deposit', 'securities account']"
C15004,Male,<20,17,Ugandan,Silver,9,Masaka,Masaka,1,1,Single,0,Lawyer,Law Student,0,0,0,1,1,0,21934,620,1,1,6,2,3,3,Travel,Ecommerce,Domestic Airlines,9,9,3,40088,30518,20238,16,32324,226463,91128,277342,5,5,1,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['student loan', 'education loan', 'laptop loan']","['travel insurance', 'education insurance']","['savings account', 'term account']"
C15005,Male,>60,79,Ugandan,Gold,0,Lira,Lira,1,1,Widowed,3,Lawyer,Partner,0,0,0,1,0,0,4977194,765,2,1,3,2,21,1,International Airlines,Utilities,Golf,27,21,9,870297,311003,301846,30,1125382,1132294,211666,720464,5,14,2,"['Emirates BankBuddy Bank Select Titanium', 'Emirates BankBuddy Bank Platinum', 'Costco BankBuddy Credit Card', 'Uber BankBuddy Credit Card']",['home loan'],"['senior health insurance', 'health insurance']","['no minimum balance', 'securities account']"
C15006,Male,50-59,52,Ugandan,Silver,9,Mukono Town,Mukono,0,1,Divorced,2,Lawyer,Corporate,0,0,1,0,0,0,1750362,665,1,2,3,18,2,1,Domestic Airlines,Utilities,Bills,21,21,6,69552,47069,34686,27,473437,478434,367658,972384,5,15,2,"['Best Price Save Smart Credit Card', 'MoneyBack Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']",['health loan'],"['travel insurance', 'medical insurance']","['savings account', 'salary account', 'securities account']"
C15007,Female,40-49,46,Ugandan,Silver,9,Njeru,Buikwe,0,0,Divorced,2,Lawyer,Private Practice,0,0,0,1,1,1,2185911,584,1,3,27,2,30,21,Domestic Airlines,Dining,Utilities,30,15,6,93066,43743,20429,84,177003,407619,212214,483468,7,19,8,"['MoneyBack Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['home loan', 'furniture loan']",['medical insurance'],"['salary account', 'fixed deposit']"
C15008,Male,>60,78,Ugandan,Wealth,3,Kira Town,Wakiso,1,0,Divorced,1,Lawyer,Senior Legal Advisor,1,0,0,0,1,0,2661014,826,21,1,18,2,1,2,Entertainment,Travel,Home,21,15,12,518433,306397,84044,45,1491229,1492514,922434,928658,8,17,4,"['Diners Club Black Credit Card', 'Diners Club Privilege Credit Card', 'Diners Club Rewardz Credit Card', 'Superia Credit Card']","['home loan', 'health loan']","['retirement insurance', 'health insurance']","['savings account', 'fixed deposit', 'securities account']"
C15009,Male,50-59,55,Ugandan,Silver,11,Njeru,Buikwe,0,1,Married,1,Lawyer,Senior Legal Advisor,0,0,0,1,1,0,1984232,616,1,3,27,3,24,2,Entertainment,Domestic Airlines,Golf,15,15,15,91797,42352,28132,60,333707,433727,755037,929391,5,19,5,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'health loan']","['senior health insurance', 'health insurance', 'retirement insurance']","['savings account', 'term account', 'salary account']"
C15010,Female,40-49,42,Ugandan,Silver,0,Gulu,Gulu,0,0,Divorced,3,Lawyer,Self Employed,1,1,0,0,0,0,1200016,577,27,12,2,2,3,1,Golf,Dining,Hobby,21,9,6,77252,31588,24836,47,227287,402910,731001,748245,5,17,4,"['Freedom Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['car loan', 'furniture loan']","['medical insurance', 'health insurance']","['salary account', 'securities account']"
C15011,Female,40-49,46,Ugandan,Silver,14,Kira Town,Wakiso,0,1,Married,1,Lawyer,Corporate,0,0,0,1,0,0,1890940,674,1,1,3,1,18,1,Hobby,Home,Domestic Airlines,15,15,15,96295,32514,28667,25,228480,489688,463199,820547,9,18,2,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['medical insurance', 'travel insurance']","['salary account', 'securities account']"
C15012,Male,>60,64,Ugandan,Silver,6,Lira,Lira,0,1,Married,2,Lawyer,Public Service,0,0,1,1,1,0,2885311,588,2,3,30,27,12,1,Domestic Airlines,Hobby,Entertainment,27,21,6,71088,42797,22104,75,430043,463885,469763,502217,6,12,7,"['Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']",['health loan'],"['senior health insurance', 'retirement insurance']","['savings account', 'no minimum balance', 'securities account']"
C15013,Female,20-29,29,Ugandan,Silver,4,Mityana,Mityana,0,0,Single,1,Lawyer,Law Student,0,0,1,0,1,0,2101798,710,1,1,15,21,1,3,Bills,Ecommerce,Dining,21,9,9,98733,75331,67518,42,408426,464183,289342,394980,3,21,4,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']","['home loan', 'education loan', 'car loan']","['travel insurance', 'maternity insurance']","['savings account', 'term account', 'securities account']"
C15014,Female,>60,79,Ugandan,Silver,1,Kasese,Kasese,0,1,Widowed,2,Lawyer,C-Level Executive,0,0,0,1,0,0,2411031,711,3,2,3,3,18,1,Golf,Groceries,Dining,21,21,12,66722,55437,40531,30,85219,223939,850342,886782,9,10,2,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'All Miles Credit Card']",['health loan'],"['medical insurance', 'retirement insurance']","['savings account', 'no minimum balance', 'securities account']"
C15015,Female,40-49,41,Ugandan,Gold,12,Kira Town,Wakiso,1,0,Single,2,Lawyer,Public Service,1,0,0,1,1,0,1707229,848,15,1,24,2,9,2,Groceries,Bills,Airlines,24,15,12,517067,498893,93337,53,209822,281378,390691,441008,5,11,5,"['Total BankBuddy Bank Credit Card', 'SouthWest BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Platinum', 'Costco BankBuddy Credit Card']","['home loan', 'furniture loan']",['travel insurance'],"['term account', 'salary account']"
C15016,Female,40-49,40,Ugandan,Silver,9,Ssabagabo,Wakiso,1,1,Divorced,3,Lawyer,Advocate of High Court,0,0,0,0,0,1,2524553,804,1,3,2,2,3,21,Golf,Bills,Hobby,15,12,6,70766,44322,24431,32,72446,293622,274919,949166,10,13,2,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'furniture loan', 'health loan']","['medical insurance', 'health insurance']","['salary account', 'securities account']"
C15017,Male,30-39,31,Ugandan,Silver,4,Jinja,Jinja,1,1,Married,3,Lawyer,Advocate of High Court,0,0,0,0,1,0,1257035,621,3,2,18,1,1,3,Hobby,Golf,Home,18,12,12,72106,48391,35774,28,340816,418577,249765,358416,9,14,2,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'EasyEMI Card', 'All Miles Credit Card']","['construction loan', 'car loan']",['travel insurance'],"['salary account', 'securities account']"
C15018,Male,40-49,44,Ugandan,Silver,1,Jinja,Jinja,0,1,Married,1,Lawyer,Public Service,0,0,0,1,1,0,2370754,724,3,2,24,3,21,2,Home,Golf,Dining,27,15,9,61553,40976,25877,55,348555,349610,393246,587779,7,12,5,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'health loan']","['medical insurance', 'health insurance']","['savings account', 'salary account', 'securities account']"
C15019,Male,20-29,25,Ugandan,Silver,10,Ssabagabo,Wakiso,1,1,Single,0,Lawyer,Law Student,0,0,1,1,0,1,409936,741,1,1,2,12,18,18,Fuel,Travel,Ecommerce,30,9,9,60734,57847,26445,52,405749,456788,360958,918392,8,23,5,"['MoneyBack Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['home loan', 'education loan', 'car loan']",['travel insurance'],['salary account']
C15020,Male,>60,64,Ugandan,Silver,1,Ssabagabo,Wakiso,1,0,Divorced,1,Lawyer,Corporate,0,0,0,1,1,0,2116501,769,1,3,18,3,21,1,Home,Entertainment,Domestic Airlines,24,21,9,58476,34812,27974,47,484914,496584,647381,715965,7,10,4,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card']",['health loan'],"['senior health insurance', 'retirement insurance']","['savings account', 'fixed deposit', 'securities account']"
C15021,Female,50-59,52,Ugandan,Private,0,Lugazi,Buikwe,1,0,Widowed,0,Lawyer,Corporate,0,0,0,1,0,0,1623224,868,3,1,3,1,42,2,Airlines,Utilities,Travel,33,33,12,341529,53917,52057,52,522005,1381905,1234903,1388997,7,17,4,"['Emirates BankBuddy Bank Select Titanium', 'Diners Club Premium Credit Card', 'Diners ClubMiles Credit Card', 'Walmart BankBuddy Signature']","['home loan', 'health loan']","['medical insurance', 'senior health insurance', 'retirement insurance']","['savings account', 'term account', 'fixed deposit']"
C15022,Male,20-29,28,Ugandan,Silver,9,Gulu,Gulu,0,0,Married,2,Lawyer,Clerkship,0,0,0,0,0,0,1472760,625,2,1,2,2,1,1,Domestic Airlines,Fuel,Groceries,15,15,6,89020,42308,30787,9,248193,456390,957705,996079,6,13,0,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['home loan', 'education loan']",['travel insurance'],"['savings account', 'securities account']"
C15023,Male,<20,17,Ugandan,Silver,9,Nansana,Wakiso,0,0,Single,0,Lawyer,Law Student,0,0,0,1,1,0,18588,602,1,3,15,3,3,1,Travel,Ecommerce,Entertainment,15,9,6,44532,30613,21704,26,34346,161781,69679,259531,5,8,2,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['student loan', 'education loan']","['device cover insurance', 'education insurance']","['term account', 'no minimum balance account']"
C15024,Female,<20,17,Ugandan,Private,9,Mubende,Mubende,0,0,Single,0,Lawyer,Law Student,0,0,0,1,0,0,1133196,938,2,1,1,2,36,2,Hobby,Dining,Lifestyle,39,36,36,781925,756031,118612,44,284096,930595,1018866,1260137,6,18,4,"['Diners Club Privilege Credit Card', 'Diners ClubMiles Credit Card', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium', 'Diners Club Premium Credit Card', 'All Miles Credit Card']","['student loan', 'laptop loan']",['travel insurance'],"['savings account', 'term account']"
C15025,Female,>60,76,Ugandan,Silver,9,Kampala,Kampala,1,1,Widowed,0,Lawyer,Junior Partner,0,1,0,0,0,0,1384737,706,3,15,1,2,1,2,Golf,Groceries,Travel,21,18,9,62534,34357,32506,24,198352,287977,120989,791736,7,16,1,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['senior health insurance', 'retirement insurance']","['savings account', 'no minimum balance', 'fixed deposit']"
C15026,Female,<20,18,Ugandan,Silver,7,Mubende,Mubende,0,0,Single,0,Lawyer,Law Student,0,0,1,0,1,0,14222,569,1,1,3,9,1,2,Dining,Travel,Domestic Airlines,9,9,9,42084,33832,18081,17,59511,161997,54489,143481,2,9,1,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card']","['student loan', 'education loan']","['device cover insurance', 'education insurance']",['term account']
C15027,Male,20-29,20,Ugandan,Gold,6,Kampala,Kampala,0,1,Married,0,Lawyer,Clerkship,0,1,1,0,1,1,2347868,579,1,24,45,24,1,24,Domestic Airlines,Dining,Bills,30,24,6,110901,54355,46256,119,944137,972996,441265,673364,6,19,13,"['Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Platinum', 'Uber BankBuddy Credit Card']","['home loan', 'education loan', 'furniture loan']",['travel insurance'],"['savings account', 'salary account', 'securities account']"
C15028,Female,>60,61,Ugandan,Gold,10,Mubende,Mubende,1,1,Widowed,1,Lawyer,Self Employed,0,0,0,0,0,0,2084932,888,2,2,3,1,2,3,International Airlines,Home,Uber,24,21,21,995654,140546,74106,13,1021214,1044031,504566,1469563,9,16,0,"['Total BankBuddy Bank Credit Card', 'Emirates BankBuddy Bank Select Titanium', 'Emirates BankBuddy Bank Platinum', 'Uber BankBuddy Credit Card']",['health loan'],"['medical insurance', 'senior health insurance']","['no minimum balance', 'fixed deposit']"
C15029,Male,40-49,49,Ugandan,Silver,10,Masaka,Masaka,0,1,Single,0,Lawyer,Public Service,0,0,0,1,1,1,2348699,618,2,2,27,3,18,12,Domestic Airlines,Dining,Travel,24,24,24,96729,55676,28025,64,178821,481616,718436,730384,9,13,6,"['MoneyBack Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['car loan', 'furniture loan', 'health loan']","['medical insurance', 'health insurance']","['salary account', 'fixed deposit', 'securities account']"
C15030,Male,20-29,20,Ugandan,Silver,10,Njeru,Buikwe,1,1,Single,0,Lawyer,Internship Legal Officer,0,0,0,1,0,0,1084156,523,2,1,2,1,18,3,Gym,Fuel,Bills,21,18,12,68404,53510,20026,27,376307,474633,622963,895621,5,23,2,"['Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['education loan', 'furniture loan']","['device cover insurance', 'education insurance']","['term account', 'salary account']"
C15031,Male,20-29,26,Ugandan,Silver,10,Kampala,Kampala,1,1,Married,1,Lawyer,Clerkship,1,0,0,1,1,0,504525,559,30,1,24,3,15,3,Dining,Fuel,Train,27,15,12,66576,47124,24842,76,376868,381313,177171,452951,3,12,7,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card']","['home loan', 'education loan']",['travel insurance'],"['term account', 'securities account']"
C15032,Male,30-39,35,Ugandan,Silver,0,Kampala,Kampala,1,0,Married,1,Lawyer,Internship Legal Officer,1,0,1,1,0,0,2223657,780,18,2,2,30,18,1,Hobby,Bills,Domestic Airlines,30,12,6,87418,31159,25529,71,188989,261651,432376,436262,9,16,7,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card']","['construction loan', 'home loan', 'car loan']","['travel insurance', 'device cover insurance']","['savings account', 'securities account']"
C15033,Male,30-39,38,Ugandan,Silver,9,Masaka,Masaka,0,0,Single,2,Lawyer,Advocate of High Court,1,0,0,1,0,0,2979539,850,18,2,3,2,18,3,Dining,Travel,Bills,21,15,6,67739,53859,28047,46,251866,285065,693597,828987,5,19,4,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['construction loan', 'home loan', 'furniture loan']","['device cover insurance', 'maternity insurance']","['savings account', 'salary account', 'fixed deposit']"
